MITRE ATT&CK Tactic,MITRE ATT&CK Technique,Description,Windows Event IDs,Threat Name/Tool/CVE,Question,Answer
TA0002-Execution,T1053.005-Scheduled Task,Persistent scheduled task with SYSTEM privileges creation,1 or 4688,,What patterns might signify T1053.005-Scheduled Task activity?,"Patterns that may signify T1053.005-Scheduled Task activity include log entries of Event ID(s) 1 or 4688, particularly descriptions like 'Persistent scheduled task with SYSTEM privileges creation'."
TA0002-Execution,T1053.005-Scheduled Task,Persistent scheduled task with SYSTEM privileges creation,1 or 4688,,How can an organization respond to detections of Persistent scheduled task with SYSTEM privileges creation?,Organizations can respond to detections of 'Persistent scheduled task with SYSTEM privileges creation' by monitoring Event ID(s) 1 or 4688 and implementing mitigations against T1053.005-Scheduled Task.
TA0002-Execution,T1053.005-Scheduled Task,Persistent scheduled task with SYSTEM privileges creation,1 or 4688,,What preventive actions can reduce the risk of T1053.005-Scheduled Task?,Preventive actions that can reduce the risk of T1053.005-Scheduled Task include proactive monitoring for Persistent scheduled task with SYSTEM privileges creation and event ID(s) 1 or 4688.
TA0002-Execution,T1053.005-Scheduled Task,Remote schedule task creation via named pipes,5145,Atexec,What events indicate Remote schedule task creation via named pipes?,The events that indicate 'Remote schedule task creation via named pipes' include Event ID(s) 5145.
TA0002-Execution,T1053.005-Scheduled Task,Remote schedule task creation via named pipes,5145,Atexec,Which Event ID(s) should be monitored for Remote schedule task creation via named pipes?,"To monitor for 'Remote schedule task creation via named pipes', look for Event ID(s) 5145."
TA0002-Execution,T1053.005-Scheduled Task,Remote schedule task creation via named pipes,5145,Atexec,Which tools or threats are associated with the technique T1053.005-Scheduled Task?,The tools or threats associated with T1053.005-Scheduled Task include Atexec.
TA0002-Execution,T1053.005-Scheduled Task,Remote schedule task creation via named pipes,5145,Atexec,What vulnerabilities are related to T1053.005-Scheduled Task?,The vulnerabilities related to T1053.005-Scheduled Task include Atexec.
TA0002-Execution,T1053.005-Scheduled Task,Remote schedule task creation via named pipes,5145,Atexec,What does it mean when Remote schedule task creation via named pipes appears in logs?,"When 'Remote schedule task creation via named pipes' appears in logs, it indicates an occurrence of Event ID(s) 5145 under tactic TA0002-Execution and technique T1053.005-Scheduled Task."
TA0002-Execution,T1053.005-Scheduled Task,Remote schedule task creation via named pipes,5145,Atexec,In which scenarios might Remote schedule task creation via named pipes be detected?,"'Remote schedule task creation via named pipes' might be detected in scenarios involving the T1053.005-Scheduled Task technique under the TA0002-Execution tactic, possibly related to threat(s) Atexec."
TA0002-Execution,T1053.005-Scheduled Task,Remote schedule task creation via named pipes,5145,Atexec,What behavior indicates the use of T1053.005-Scheduled Task?,"The behavior indicating the use of T1053.005-Scheduled Task includes events such as 'Remote schedule task creation via named pipes', often marked by Event ID(s) 5145."
TA0002-Execution,T1053.005-Scheduled Task,Remote schedule task creation via named pipes,5145,Atexec,What patterns might signify T1053.005-Scheduled Task activity?,"Patterns that may signify T1053.005-Scheduled Task activity include log entries of Event ID(s) 5145, particularly descriptions like 'Remote schedule task creation via named pipes'."
TA0002-Execution,T1053.005-Scheduled Task,Remote schedule task creation via named pipes,5145,Atexec,How can an organization respond to detections of Remote schedule task creation via named pipes?,Organizations can respond to detections of 'Remote schedule task creation via named pipes' by monitoring Event ID(s) 5145 and implementing mitigations against T1053.005-Scheduled Task.
TA0002-Execution,T1053.005-Scheduled Task,Remote schedule task creation via named pipes,5145,Atexec,What preventive actions can reduce the risk of T1053.005-Scheduled Task?,Preventive actions that can reduce the risk of T1053.005-Scheduled Task include proactive monitoring for Remote schedule task creation via named pipes and event ID(s) 5145.
TA0002-Execution,T1053.005-Scheduled Task,Schedule task created with suspicious arguments,4698,Atexec,What events indicate Schedule task created with suspicious arguments?,The events that indicate 'Schedule task created with suspicious arguments' include Event ID(s) 4698.
TA0002-Execution,T1053.005-Scheduled Task,Schedule task created with suspicious arguments,4698,Atexec,Which Event ID(s) should be monitored for Schedule task created with suspicious arguments?,"To monitor for 'Schedule task created with suspicious arguments', look for Event ID(s) 4698."
TA0002-Execution,T1053.005-Scheduled Task,Schedule task created with suspicious arguments,4698,Atexec,Which tools or threats are associated with the technique T1053.005-Scheduled Task?,The tools or threats associated with T1053.005-Scheduled Task include Atexec.
TA0002-Execution,T1053.005-Scheduled Task,Schedule task created with suspicious arguments,4698,Atexec,What vulnerabilities are related to T1053.005-Scheduled Task?,The vulnerabilities related to T1053.005-Scheduled Task include Atexec.
TA0002-Execution,T1053.005-Scheduled Task,Schedule task created with suspicious arguments,4698,Atexec,What does it mean when Schedule task created with suspicious arguments appears in logs?,"When 'Schedule task created with suspicious arguments' appears in logs, it indicates an occurrence of Event ID(s) 4698 under tactic TA0002-Execution and technique T1053.005-Scheduled Task."
TA0002-Execution,T1053.005-Scheduled Task,Schedule task created with suspicious arguments,4698,Atexec,In which scenarios might Schedule task created with suspicious arguments be detected?,"'Schedule task created with suspicious arguments' might be detected in scenarios involving the T1053.005-Scheduled Task technique under the TA0002-Execution tactic, possibly related to threat(s) Atexec."
TA0002-Execution,T1053.005-Scheduled Task,Schedule task created with suspicious arguments,4698,Atexec,What behavior indicates the use of T1053.005-Scheduled Task?,"The behavior indicating the use of T1053.005-Scheduled Task includes events such as 'Schedule task created with suspicious arguments', often marked by Event ID(s) 4698."
TA0002-Execution,T1053.005-Scheduled Task,Schedule task created with suspicious arguments,4698,Atexec,What patterns might signify T1053.005-Scheduled Task activity?,"Patterns that may signify T1053.005-Scheduled Task activity include log entries of Event ID(s) 4698, particularly descriptions like 'Schedule task created with suspicious arguments'."
TA0002-Execution,T1053.005-Scheduled Task,Schedule task created with suspicious arguments,4698,Atexec,How can an organization respond to detections of Schedule task created with suspicious arguments?,Organizations can respond to detections of 'Schedule task created with suspicious arguments' by monitoring Event ID(s) 4698 and implementing mitigations against T1053.005-Scheduled Task.
TA0002-Execution,T1053.005-Scheduled Task,Schedule task created with suspicious arguments,4698,Atexec,What preventive actions can reduce the risk of T1053.005-Scheduled Task?,Preventive actions that can reduce the risk of T1053.005-Scheduled Task include proactive monitoring for Schedule task created with suspicious arguments and event ID(s) 4698.
TA0002-Execution,T1053.005-Scheduled Task,Schedule task fastly created and deleted,4698 and 4699,Atexec,What events indicate Schedule task fastly created and deleted?,The events that indicate 'Schedule task fastly created and deleted' include Event ID(s) 4698 and 4699.
TA0002-Execution,T1053.005-Scheduled Task,Schedule task fastly created and deleted,4698 and 4699,Atexec,Which Event ID(s) should be monitored for Schedule task fastly created and deleted?,"To monitor for 'Schedule task fastly created and deleted', look for Event ID(s) 4698 and 4699."
TA0002-Execution,T1053.005-Scheduled Task,Schedule task fastly created and deleted,4698 and 4699,Atexec,Which tools or threats are associated with the technique T1053.005-Scheduled Task?,The tools or threats associated with T1053.005-Scheduled Task include Atexec.
TA0002-Execution,T1053.005-Scheduled Task,Schedule task fastly created and deleted,4698 and 4699,Atexec,What vulnerabilities are related to T1053.005-Scheduled Task?,The vulnerabilities related to T1053.005-Scheduled Task include Atexec.
TA0002-Execution,T1053.005-Scheduled Task,Schedule task fastly created and deleted,4698 and 4699,Atexec,What does it mean when Schedule task fastly created and deleted appears in logs?,"When 'Schedule task fastly created and deleted' appears in logs, it indicates an occurrence of Event ID(s) 4698 and 4699 under tactic TA0002-Execution and technique T1053.005-Scheduled Task."
TA0002-Execution,T1053.005-Scheduled Task,Schedule task fastly created and deleted,4698 and 4699,Atexec,In which scenarios might Schedule task fastly created and deleted be detected?,"'Schedule task fastly created and deleted' might be detected in scenarios involving the T1053.005-Scheduled Task technique under the TA0002-Execution tactic, possibly related to threat(s) Atexec."
